Year,Opening Name,S Fishery,District,Gear Class,Harvest,Opening Date,Closing Date,Chum,Boats,Hours
2015,1,101 Troll,101,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,102 Troll,102,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,103 Troll,103,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,104 Troll,104,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,105 Troll,105,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,106 Troll,106,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,1,71.98333333
2015,1,107 Troll,107,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,108 Troll,108,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,4,71.98333333
2015,1,109 Troll,109,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,110 Troll,110,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,111 Troll,111,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,112 Troll,112,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,113 Troll,113,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,3,71.98333333
2015,1,114 Troll,114,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,115 Troll,115,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,183 Troll,183,Troll,Traditional State Managed Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,1,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,1/1/2015 0:00,1/3/2015 23:59,0,0,71.98333333
2015,10,101 Troll,101,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,2,167.9833333
2015,10,102 Troll,102,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,2,167.9833333
2015,10,103 Troll,103,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,4,167.9833333
2015,10,104 Troll,104,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,5,167.9833333
2015,10,105 Troll,105,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,19,167.9833333
2015,10,106 Troll,106,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,9,167.9833333
2015,10,107 Troll,107,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,1,167.9833333
2015,10,108 Troll,108,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,4,167.9833333
2015,10,109 Troll,109,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,8,167.9833333
2015,10,110 Troll,110,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,7,167.9833333
2015,10,111 Troll,111,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,0,167.9833333
2015,10,112 Troll,112,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,0,167.9833333
2015,10,113 Troll,113,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,111,167.9833333
2015,10,114 Troll,114,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,4,167.9833333
2015,10,115 Troll,115,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,0,167.9833333
2015,10,183 Troll,183,Troll,Traditional State Managed Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,33,167.9833333
2015,10,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,3/1/2015 0:00,3/7/2015 23:59,0,0,167.9833333
2015,11,101 Troll,101,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,0,167.9833333
2015,11,102 Troll,102,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,2,167.9833333
2015,11,103 Troll,103,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,11,167.9833333
2015,11,104 Troll,104,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,1,167.9833333
2015,11,105 Troll,105,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,12,167.9833333
2015,11,106 Troll,106,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,9,167.9833333
2015,11,107 Troll,107,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,1,167.9833333
2015,11,108 Troll,108,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,1,167.9833333
2015,11,109 Troll,109,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,6,167.9833333
2015,11,110 Troll,110,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,2,167.9833333
2015,11,111 Troll,111,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,0,167.9833333
2015,11,112 Troll,112,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,0,167.9833333
2015,11,113 Troll,113,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,68,167.9833333
2015,11,114 Troll,114,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,0,167.9833333
2015,11,115 Troll,115,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,0,167.9833333
2015,11,183 Troll,183,Troll,Traditional State Managed Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,16,167.9833333
2015,11,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,3/8/2015 0:00,3/14/2015 23:59,0,0,167.9833333
2015,12,101 Troll,101,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,1,167.9833333
2015,12,102 Troll,102,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,1,167.9833333
2015,12,103 Troll,103,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,4,167.9833333
2015,12,104 Troll,104,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,3,167.9833333
2015,12,105 Troll,105,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,17,167.9833333
2015,12,106 Troll,106,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,4,167.9833333
2015,12,107 Troll,107,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,3,167.9833333
2015,12,108 Troll,108,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,1,167.9833333
2015,12,109 Troll,109,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,7,167.9833333
2015,12,110 Troll,110,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,4,167.9833333
2015,12,111 Troll,111,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,0,167.9833333
2015,12,112 Troll,112,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,0,167.9833333
2015,12,113 Troll,113,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,14,85,167.9833333
2015,12,114 Troll,114,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,3,167.9833333
2015,12,115 Troll,115,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,0,167.9833333
2015,12,183 Troll,183,Troll,Traditional State Managed Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,21,167.9833333
2015,12,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,3/15/2015 0:00,3/21/2015 23:59,0,0,167.9833333
2015,13,101 Troll,101,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,1,95.98333333
2015,13,102 Troll,102,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,1,95.98333333
2015,13,103 Troll,103,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,9,95.98333333
2015,13,104 Troll,104,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,2,95.98333333
2015,13,105 Troll,105,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,13,95.98333333
2015,13,106 Troll,106,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,5,95.98333333
2015,13,107 Troll,107,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,1,95.98333333
2015,13,108 Troll,108,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,2,95.98333333
2015,13,109 Troll,109,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,2,95.98333333
2015,13,110 Troll,110,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,1,95.98333333
2015,13,111 Troll,111,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,0,95.98333333
2015,13,112 Troll,112,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,0,95.98333333
2015,13,113 Troll,113,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,22,114,95.98333333
2015,13,114 Troll,114,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,6,95.98333333
2015,13,115 Troll,115,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,0,95.98333333
2015,13,183 Troll,183,Troll,Traditional State Managed Fisheries,3/22/2015 0:00,3/25/2015 23:59,0,22,95.98333333
2015,13,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,3/22/2015 0:00,3/28/2015 23:59,0,0,167.9833333
2015,14,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,3/29/2015 0:00,4/4/2015 23:59,0,0,167.9833333
2015,15,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,4/5/2015 0:00,4/11/2015 23:59,0,0,167.9833333
2015,16,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,4/12/2015 0:00,4/18/2015 23:59,0,0,167.9833333
2015,16,Chatham Strait Ex. Troll,112,Troll,Spring Troll Fishery,4/16/2015 0:00,4/18/2015 23:59,0,3,71.98333333
2015,16,Ernest Sound Exp. Troll,107,Troll,Spring Troll Fishery,4/16/2015 0:00,4/18/2015 23:59,0,0,71.98333333
2015,16,Frederick Sound Ex. Troll,110,Troll,Spring Troll Fishery,4/16/2015 0:00,4/18/2015 23:59,0,4,71.98333333
2015,16,Gravina Is. Ex. Troll,101,Troll,Spring Troll Fishery,4/16/2015 0:00,4/18/2015 23:59,0,0,71.98333333
2015,16,Hidden Falls Term. Troll,112,Troll,Hatchery Terminal Area Fisheries,4/16/2015 0:00,4/18/2015 23:59,0,0,71.98333333
2015,16,Lisianski Inlet Exp Troll,113,Troll,Spring Troll Fishery,4/16/2015 0:00,4/18/2015 23:59,0,2,71.98333333
2015,16,Middle Island Exp. Troll,113,Troll,Spring Troll Fishery,4/16/2015 0:00,4/18/2015 23:59,0,5,71.98333333
2015,16,Mountain Point Ex. Troll,101,Troll,Spring Troll Fishery,4/16/2015 0:00,4/18/2015 23:59,0,0,71.98333333
2015,16,N. Sumner St. Exp. Troll,106,Troll,Spring Troll Fishery,4/16/2015 0:00,4/18/2015 23:59,0,0,71.98333333
2015,16,Neets Bay Terminal Troll,101,Troll,Hatchery Terminal Area Fisheries,4/16/2015 0:00,4/18/2015 23:59,0,0,71.98333333
2015,16,Port Armstrong Cost Recovery,109,Seine,Private Hatchery Fishery,4/15/2015 0:01,4/18/2015 23:59,0,0,95.96666667
2015,16,Pt. Sophia Exp. Troll,114,Troll,Spring Troll Fishery,4/16/2015 0:00,4/18/2015 23:59,0,0,71.98333333
2015,17,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,4/19/2015 0:00,4/25/2015 23:59,0,0,167.9833333
2015,17,Chatham Strait Ex. Troll,112,Troll,Spring Troll Fishery,4/19/2015 0:00,4/22/2015 23:59,0,4,95.98333333
2015,17,Ernest Sound Exp. Troll,107,Troll,Spring Troll Fishery,4/19/2015 0:00,4/25/2015 23:59,0,5,167.9833333
2015,17,Frederick Sound Ex. Troll,110,Troll,Spring Troll Fishery,4/19/2015 0:00,4/25/2015 23:59,0,6,167.9833333
2015,17,Gravina Is. Ex. Troll,101,Troll,Spring Troll Fishery,4/19/2015 0:00,4/22/2015 23:59,0,3,95.98333333
2015,17,Hidden Falls Term. Troll,112,Troll,Hatchery Terminal Area Fisheries,4/19/2015 0:00,4/25/2015 23:59,0,0,167.9833333
2015,17,Lisianski Inlet Exp Troll,113,Troll,Spring Troll Fishery,4/19/2015 0:00,4/22/2015 23:59,0,4,95.98333333
2015,17,Middle Island Exp. Troll,113,Troll,Spring Troll Fishery,4/19/2015 0:00,4/22/2015 23:59,0,5,95.98333333
2015,17,Mountain Point Ex. Troll,101,Troll,Spring Troll Fishery,4/19/2015 0:00,4/22/2015 23:59,0,1,95.98333333
2015,17,N. Sumner St. Exp. Troll,106,Troll,Spring Troll Fishery,4/19/2015 0:00,4/22/2015 23:59,0,2,95.98333333
2015,17,Neets Bay Terminal Troll,101,Troll,Hatchery Terminal Area Fisheries,4/19/2015 0:00,4/25/2015 23:59,0,0,167.9833333
2015,17,Port Armstrong Cost Recovery,109,Seine,Private Hatchery Fishery,4/19/2015 0:00,4/25/2015 23:59,0,0,167.9833333
2015,17,Pt. Sophia Exp. Troll,114,Troll,Spring Troll Fishery,4/19/2015 0:00,4/22/2015 23:59,0,2,95.98333333
2015,18,Anita Bay Term. DN,107,Drift Gillnet,Hatchery Terminal Area Fisheries,5/1/2015 12:00,5/2/2015 23:59,0,0,35.98333333
2015,18,Anita Bay Term. Seine,107,Seine,Hatchery Terminal Area Fisheries,5/1/2015 0:00,5/2/2015 23:59,0,0,47.98333333
2015,18,Anita Bay Term. Troll,107,Troll,Hatchery Terminal Area Fisheries,5/1/2015 0:00,5/2/2015 23:59,0,1,47.98333333
2015,18,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,4/26/2015 0:00,5/2/2015 23:59,0,0,167.9833333
2015,18,Chatham Strait Ex. Troll,112,Troll,Spring Troll Fishery,4/26/2015 0:00,4/29/2015 23:59,0,10,95.98333333
2015,18,Cross Sound Ex. Troll,114,Troll,Spring Troll Fishery,5/1/2015 0:00,5/2/2015 23:59,0,1,47.98333333
2015,18,Ernest Sound Exp. Troll,107,Troll,Spring Troll Fishery,4/26/2015 0:00,5/2/2015 23:59,0,4,167.9833333
2015,18,Frederick Sound Ex. Troll,110,Troll,Spring Troll Fishery,4/26/2015 0:00,5/2/2015 23:59,0,2,167.9833333
2015,18,Gravina Is. Ex. Troll,101,Troll,Spring Troll Fishery,4/26/2015 0:00,4/29/2015 23:59,0,0,95.98333333
2015,18,Hawk Inlet Spring Troll,112,Troll,Spring Troll Fishery,5/1/2015 0:00,5/2/2015 23:59,0,0,47.98333333
2015,18,Hidden Falls Term. Troll,112,Troll,Hatchery Terminal Area Fisheries,4/26/2015 0:00,5/2/2015 23:59,0,0,167.9833333
2015,18,Homeshore Exp. Troll,114,Troll,Spring Troll Fishery,5/1/2015 0:00,5/2/2015 23:59,0,1,47.98333333
2015,18,Lisianski Inlet Exp Troll,113,Troll,Spring Troll Fishery,4/26/2015 0:00,4/29/2015 23:59,0,5,95.98333333
2015,18,Middle Island Exp. Troll,113,Troll,Spring Troll Fishery,4/26/2015 0:00,4/29/2015 23:59,0,3,95.98333333
2015,18,Mountain Point Ex. Troll,101,Troll,Spring Troll Fishery,4/26/2015 0:00,4/29/2015 23:59,0,1,95.98333333
2015,18,N. Sumner St. Exp. Troll,106,Troll,Spring Troll Fishery,4/26/2015 0:00,4/29/2015 23:59,0,0,95.98333333
2015,18,Neets Bay Term. Driftnet,101,Drift Gillnet,Hatchery Terminal Area Fisheries,5/1/2015 0:01,5/2/2015 23:59,0,0,47.96666667
2015,18,Neets Bay Terminal Seine,101,Seine,Hatchery Terminal Area Fisheries,5/1/2015 0:01,5/2/2015 23:59,0,0,47.96666667
2015,18,Neets Bay Terminal Troll,101,Troll,Hatchery Terminal Area Fisheries,4/26/2015 0:00,5/2/2015 23:59,0,0,167.9833333
2015,18,Port Armstrong Cost Recovery,109,Seine,Private Hatchery Fishery,4/26/2015 0:00,5/2/2015 23:59,0,0,167.9833333
2015,18,Port Armstrong Term. Trol,109,Troll,Hatchery Terminal Area Fisheries,5/1/2015 0:00,5/2/2015 23:59,0,0,47.98333333
2015,18,Pt. Sophia Exp. Troll,114,Troll,Spring Troll Fishery,4/26/2015 0:00,4/29/2015 23:59,0,0,95.98333333
2015,18,Redoubt Bay Ex. Troll,113,Troll,Spring Troll Fishery,4/30/2015 0:00,5/1/2015 23:59,0,8,47.98333333
2015,18,Salisbury Sound Ex. Troll,113,Troll,Spring Troll Fishery,4/30/2015 0:00,5/2/2015 23:59,0,6,71.98333333
2015,18,South Passage Exp. Troll,114,Troll,Spring Troll Fishery,5/1/2015 0:00,5/2/2015 23:59,0,0,47.98333333
2015,18B,Pt. Sophia Exp. Troll,114,Troll,Spring Troll Fishery,5/1/2015 0:00,5/2/2015 23:59,0,1,47.98333333
2015,19,Anita Bay Term. DN,107,Drift Gillnet,Hatchery Terminal Area Fisheries,5/3/2015 0:00,5/9/2015 23:59,0,1,167.9833333
2015,19,Anita Bay Term. Seine,107,Seine,Hatchery Terminal Area Fisheries,5/3/2015 0:00,5/9/2015 23:59,0,0,167.9833333
2015,19,Anita Bay Term. Troll,107,Troll,Hatchery Terminal Area Fisheries,5/3/2015 0:00,5/9/2015 23:59,0,1,167.9833333
2015,19,Annette Island Troll,101,Troll,Annette Island Reserve Fisheries,5/3/2015 0:00,5/9/2015 23:59,0,1,167.9833333
2015,19,Bucarelli Bay Spring Troll,103,Troll,Spring Troll Fishery,5/3/2015 0:00,5/4/2015 23:59,0,14,47.98333333
2015,19,Chatham Strait Ex. Troll,112,Troll,Spring Troll Fishery,5/3/2015 0:00,5/6/2015 23:59,0,14,95.98333333
